Distance_m,Obstacle_Count,Obstacle_Type,Noise_Power_dBm,Received_SNR_dB,Total_Path_Loss_dB,BER,Is_Outage
169.61,3,Glass,-89.04,18.4,90.64,0.0,False
45.93,0,None,-79.14,25.85,73.3,0.0,False
68.89,1,Glass,-78.81,19.99,78.82,0.0,False
40.27,4,Concrete,-62.05,-30.1,112.15,0.4779,True
127.25,0,None,-76.87,14.72,82.15,0.0,False
28.15,3,Concrete,-63.87,-15.17,99.04,0.4042,True
132.07,0,None,-61.67,-0.8,82.47,0.0988,False
121.45,2,Glass,-90.97,25.23,85.74,0.0,False
75.77,4,Glass,-60.08,-5.56,85.64,0.2283,True
131.83,4,Concrete,-77.52,-24.93,122.45,0.4689,True
111.71,0,None,-89.72,28.7,81.02,0.0,False
145.15,3,Concrete,-88.63,-4.66,113.29,0.2037,True
126.92,4,Glass,-79.94,9.81,90.12,0.0,False
95.12,4,Glass,-75.42,7.8,87.62,0.0,False
140.35,2,Glass,-98.93,31.93,87.0,0.0,False
133.81,3,Concrete,-94.19,1.61,112.58,0.0453,False
170.59,0,None,-81.35,16.66,84.69,0.0,False
72.15,1,Concrete,-72.46,5.24,87.22,0.0041,False
24.89,2,Concrete,-95.56,27.58,87.97,0.0,False
111.75,0,None,-83.96,22.94,81.02,0.0,False
44.03,3,Glass,-71.59,12.66,78.93,0.0,False
81.03,4,Glass,-92.38,26.15,86.23,0.0,False
51.33,0,None,-71.72,17.45,74.26,0.0,False
150.79,3,Glass,-96.18,26.56,89.62,0.0,False
183.88,3,Concrete,-93.29,-2.05,115.35,0.1274,True
18.52,3,Glass,-87.65,36.25,71.41,0.0,False
111.11,1,Concrete,-88.85,17.88,90.97,0.0,False
74.73,1,Glass,-81.15,21.63,79.52,0.0,False
30.86,3,Glass,-94.0,38.16,75.84,0.0,False
140.54,4,Glass,-74.3,3.29,91.01,0.0218,False
113.76,3,Glass,-83.35,16.18,87.17,0.0,False
97.72,4,Glass,-78.25,10.39,87.85,0.0,False
177.35,1,Concrete,-86.74,11.71,95.03,0.0,False
33.28,2,Glass,-69.78,15.29,74.5,0.0,False
165.68,3,Concrete,-65.52,-28.92,114.44,0.4759,True
55.17,4,Glass,-82.65,19.76,82.89,0.0,False
109.42,2,Concrete,-76.83,-4.0,100.84,0.1878,True
170.67,1,Glass,-80.51,13.81,86.7,0.0,False
158.65,2,Glass,-72.9,4.83,88.06,0.0061,False
178.94,2,Concrete,-81.76,-3.35,105.11,0.1577,True
178.44,2,Concrete,-85.5,0.41,105.08,0.0708,False
43.84,4,Concrete,-79.87,-13.03,112.89,0.38,True
144.67,0,None,-79.3,16.04,83.26,0.0,False
132.75,1,Glass,-96.92,32.4,84.51,0.0,False
125.51,2,Glass,-87.67,21.64,86.03,0.0,False
92.27,1,Concrete,-72.14,2.79,89.36,0.0246,False
118.05,0,None,-64.63,3.13,81.5,0.0193,False
178.73,0,None,-64.91,-0.18,85.1,0.0791,False
199.38,1,Concrete,-83.91,7.87,96.05,0.0002,False
91.52,4,Glass,-60.87,-6.41,87.28,0.2488,True
100.3,1,Concrete,-94.07,23.99,90.08,0.0,False
14.46,4,Glass,-90.82,39.56,71.26,0.0,False
167.73,0,None,-70.71,6.16,84.55,0.0023,False
170.3,2,Glass,-92.9,24.23,88.68,0.0,False
99.66,2,Concrete,-83.4,3.38,100.02,0.018,False
153.83,4,Concrete,-84.8,-19.0,123.79,0.4378,True
189.69,3,Concrete,-61.34,-34.28,115.61,0.4843,True
127.54,0,None,-77.64,15.48,82.17,0.0,False
106.75,4,Concrete,-88.21,-12.41,120.62,0.3514,True
56.08,4,Glass,-95.99,32.96,83.03,0.0,False
155.92,0,None,-85.27,21.35,83.91,0.0,False
30.4,3,Glass,-85.51,29.8,75.71,0.0,False
10.7,0,None,-62.03,21.39,60.65,0.0,False
140.85,3,Glass,-88.26,19.23,89.03,0.0,False
180.8,2,Glass,-66.69,-2.5,89.2,0.1514,True
165.47,2,Concrete,-98.93,14.5,104.43,0.0,False
100.43,1,Concrete,-98.49,28.4,90.09,0.0,False
188.19,3,Concrete,-60.3,-35.25,115.55,0.4887,True
20.69,1,Glass,-71.24,22.88,68.37,0.0,False
97.4,1,Glass,-98.5,36.68,81.83,0.0,False
47.37,1,Glass,-71.23,15.67,75.56,0.0,False
83.74,2,Glass,-93.73,31.22,82.51,0.0,False
176.64,0,None,-85.21,20.21,85.0,0.0,False
180.24,1,Concrete,-85.49,10.32,95.17,0.0,False
139.58,2,Concrete,-70.8,-12.15,102.95,0.3634,True
81.09,0,None,-61.72,3.49,78.23,0.016,False
75.71,4,Glass,-71.17,5.53,85.64,0.0039,False
136.42,0,None,-95.22,32.47,82.75,0.0,False
131.33,4,Concrete,-82.81,-19.61,122.42,0.4459,True
197.06,0,None,-60.46,-5.48,85.95,0.2288,True
38.27,2,Concrete,-64.93,-6.78,91.71,0.2586,True
137.37,0,None,-93.66,30.85,82.81,0.0,False
41.65,0,None,-92.93,40.48,72.45,0.0,False
105.03,1,Glass,-76.19,13.71,82.48,0.0,False
124.71,2,Glass,-90.37,24.4,85.97,0.0,False
145.7,4,Glass,-73.02,1.7,91.32,0.0447,False
108.3,4,Concrete,-63.1,-37.65,120.75,0.4925,True
90.96,4,Concrete,-95.95,-3.28,119.23,0.1664,True
148.34,4,Glass,-70.97,-0.51,91.48,0.0866,False
165.27,4,Glass,-83.22,10.8,92.42,0.0,False
58.1,2,Concrete,-98.2,22.86,95.34,0.0,False
164.03,2,Glass,-93.65,25.29,88.35,0.0,False
29.92,2,Glass,-85.55,31.97,73.57,0.0,False
125.3,1,Concrete,-71.04,-0.97,92.01,0.1024,True
187.37,1,Concrete,-66.71,-8.8,95.51,0.3037,True
148.5,2,Glass,-64.83,-2.66,87.49,0.1478,True
189.6,3,Concrete,-89.35,-6.26,115.61,0.2415,True
114.19,0,None,-76.02,14.81,81.21,0.0,False
185.94,1,Concrete,-94.78,19.34,95.44,0.0,False
61.91,0,None,-60.42,4.53,75.89,0.0079,False
96.65,0,None,-84.44,24.68,79.76,0.0,False
189.34,2,Glass,-73.16,3.56,89.6,0.0155,False
108.63,0,None,-71.23,10.46,80.77,0.0,False
122.19,4,Concrete,-74.13,-27.66,121.79,0.486,True
79.46,0,None,-91.1,33.04,78.06,0.0,False
132.21,4,Concrete,-91.8,-10.68,122.48,0.3382,True
106.39,1,Glass,-60.25,-2.34,82.59,0.1448,True
119.9,0,None,-67.38,5.75,81.63,0.0035,False
195.82,2,Concrete,-96.92,11.03,105.89,0.0,False
85.42,3,Glass,-67.72,3.03,84.68,0.0222,False
173.41,0,None,-99.96,35.12,84.84,0.0,False
133.08,4,Glass,-78.76,8.23,90.54,0.0003,False
161.0,2,Concrete,-80.41,-3.78,104.19,0.1764,True
181.14,0,None,-96.67,31.46,85.21,0.0,False
194.51,3,Concrete,-60.25,-35.58,115.83,0.4893,True
90.04,4,Glass,-79.08,11.93,87.14,0.0,False
73.03,1,Glass,-62.96,3.63,79.32,0.0145,False
121.96,4,Concrete,-76.35,-25.43,121.78,0.4654,True
77.56,4,Concrete,-76.9,-20.95,117.85,0.4544,True
71.62,0,None,-78.52,21.37,77.16,0.0,False
45.92,3,Concrete,-96.26,12.97,103.29,0.0,False
191.49,1,Glass,-97.67,29.97,87.7,0.0,False
128.31,4,Glass,-82.56,12.34,90.22,0.0,False
15.03,4,Concrete,-72.36,-11.23,103.59,0.3461,True
88.36,2,Concrete,-60.62,-18.36,98.98,0.4339,True
192.29,4,Concrete,-79.46,-26.27,125.73,0.4715,True
35.79,2,Glass,-69.88,14.75,75.13,0.0,False
190.44,0,None,-90.64,24.99,85.65,0.0,False
110.07,2,Glass,-75.28,10.39,84.89,0.0,False
114.1,4,Glass,-71.45,2.24,89.2,0.032,False
125.17,0,None,-70.27,8.26,82.0,0.0002,False
116.39,4,Glass,-67.75,-1.62,89.37,0.1224,True
13.56,0,None,-74.79,32.09,62.7,0.0,False
10.11,1,Concrete,-67.26,17.11,70.15,0.0,False
36.56,1,Glass,-87.89,34.57,73.32,0.0,False
105.98,3,Concrete,-73.86,-16.7,110.56,0.417,True
61.81,2,Concrete,-94.87,18.99,95.88,0.0,False
137.74,4,Glass,-96.25,25.41,90.84,0.0,False
43.35,4,Glass,-84.86,24.07,80.79,0.0,False
141.28,2,Glass,-79.38,12.33,87.06,0.0,False
176.03,2,Concrete,-81.07,-3.9,104.97,0.1793,True
195.48,3,Concrete,-92.22,-3.66,115.88,0.1808,True
69.63,0,None,-77.1,20.19,76.91,0.0,False
56.55,4,Concrete,-86.75,-8.36,115.1,0.29,True
180.93,0,None,-88.7,23.5,85.2,0.0,False
64.4,1,Concrete,-73.68,7.45,86.23,0.0003,False
149.48,1,Concrete,-97.16,23.62,93.55,0.0,False
168.55,2,Concrete,-87.1,2.51,104.59,0.0286,False
92.5,1,Concrete,-95.54,26.17,89.38,0.0,False
131.5,3,Glass,-63.62,-4.81,88.43,0.2124,True
152.11,4,Glass,-97.35,25.65,91.7,0.0,False
48.88,2,Glass,-82.66,24.83,77.84,0.0,False
146.59,4,Glass,-64.21,-7.17,91.38,0.2676,True
92.79,4,Glass,-76.59,9.19,87.4,0.0,False
168.84,2,Concrete,-90.23,5.62,104.6,0.0027,False
76.91,2,Glass,-88.5,26.72,81.77,0.0,False
73.2,1,Concrete,-89.94,22.6,87.34,0.0,False
80.87,3,Concrete,-99.67,11.46,108.21,0.0,False
41.28,1,Glass,-95.91,41.54,74.37,0.0,False
136.28,3,Glass,-71.59,2.84,88.74,0.0249,False
159.73,0,None,-99.05,34.93,84.12,0.0,False
195.71,3,Concrete,-85.38,-10.51,115.89,0.3328,True
121.22,3,Concrete,-93.19,1.46,111.73,0.0457,False
115.36,1,Concrete,-93.6,22.3,91.3,0.0,False
142.16,1,Concrete,-75.81,2.7,93.11,0.028,False
166.21,0,None,-82.73,18.26,84.47,0.0,False
43.27,0,None,-72.58,19.81,72.78,0.0,False
197.34,0,None,-77.17,11.21,85.96,0.0,False
132.15,0,None,-95.29,32.81,82.48,0.0,False
198.73,4,Glass,-77.88,3.86,94.02,0.0142,False
55.65,4,Glass,-68.15,5.19,82.96,0.0048,False
25.15,1,Concrete,-84.87,26.81,78.07,0.0,False
174.66,1,Glass,-69.15,2.25,86.9,0.0354,False
124.06,2,Glass,-81.54,15.61,85.93,0.0,False
166.29,0,None,-88.76,24.29,84.47,0.0,False
82.61,3,Concrete,-92.99,4.59,108.4,0.0078,False
185.68,1,Concrete,-63.97,-11.46,95.43,0.3539,True
178.94,0,None,-71.6,6.49,85.11,0.0008,False
68.52,0,None,-95.72,38.94,76.77,0.0,False
14.48,0,None,-82.77,39.5,63.27,0.0,False
121.14,1,Concrete,-86.45,14.73,91.72,0.0,False
196.56,3,Glass,-92.15,20.23,91.92,0.0,False
162.4,1,Concrete,-89.12,14.86,94.27,0.0,False
123.11,3,Concrete,-74.43,-17.43,111.86,0.4313,True
12.57,2,Glass,-67.2,21.16,66.04,0.0,False
83.02,0,None,-98.01,39.57,78.44,0.0,False
38.65,1,Glass,-78.16,24.36,73.8,0.0,False
142.27,4,Glass,-61.42,-9.69,91.12,0.3228,True
23.91,4,Glass,-96.41,40.78,75.62,0.0,False
128.31,1,Concrete,-91.73,19.51,92.22,0.0,False
82.32,0,None,-77.03,18.67,78.36,0.0,False
108.54,2,Glass,-96.85,32.08,84.77,0.0,False
134.48,1,Concrete,-68.38,-4.25,92.63,0.1939,True
29.29,3,Concrete,-62.1,-17.29,99.39,0.4198,True
135.26,0,None,-72.06,9.39,82.68,0.0,False
183.84,3,Glass,-71.41,0.07,91.34,0.0805,False
137.17,1,Concrete,-73.19,0.39,92.8,0.0707,False
122.21,2,Glass,-69.16,3.36,85.8,0.0189,False
178.01,0,None,-84.39,19.33,85.06,0.0,False
141.22,0,None,-85.66,22.61,83.05,0.0,False
127.07,4,Glass,-75.58,5.45,90.14,0.0041,False
194.09,0,None,-61.07,-4.74,85.81,0.2102,True
117.56,4,Glass,-79.61,10.15,89.46,0.0,False
177.82,4,Concrete,-75.76,-29.29,125.05,0.4806,True
114.82,2,Concrete,-67.38,-13.87,101.25,0.3846,True
196.48,0,None,-99.48,33.56,85.92,0.0,False
181.08,1,Concrete,-88.64,13.42,95.21,0.0,False
100.14,3,Concrete,-83.22,-6.85,110.07,0.254,True
139.57,1,Glass,-63.96,-0.99,84.95,0.1042,True
101.75,1,Glass,-68.13,5.93,82.2,0.0032,False
109.35,4,Concrete,-94.59,-6.24,120.83,0.2362,True
148.88,4,Concrete,-87.83,-15.68,123.51,0.4031,True
25.12,0,None,-97.47,49.41,68.06,0.0,False
26.67,1,Glass,-94.01,43.43,70.58,0.0,False
56.36,3,Glass,-66.75,5.68,81.07,0.0031,False
145.87,2,Glass,-70.95,3.61,87.33,0.016,False
54.92,4,Glass,-91.78,28.94,82.85,0.0,False
155.84,3,Glass,-94.55,24.64,89.91,0.0,False
180.02,2,Glass,-64.01,-5.15,89.16,0.214,True
174.61,4,Glass,-63.93,-8.97,92.9,0.3047,True
30.54,1,Glass,-70.93,19.17,71.75,0.0,False
57.06,2,Glass,-81.35,22.17,79.18,0.0,False
25.43,2,Concrete,-91.64,23.48,88.16,0.0,False
197.39,3,Glass,-93.3,21.34,91.96,0.0,False
171.16,1,Concrete,-95.36,20.64,94.72,0.0,False
61.39,0,None,-77.97,22.15,75.82,0.0,False
76.35,4,Concrete,-64.88,-32.83,117.71,0.4842,True
16.18,3,Glass,-65.65,15.41,70.23,0.0,False
62.56,1,Glass,-76.38,18.4,77.98,0.0,False
113.72,2,Concrete,-71.23,-9.94,101.17,0.3253,True
34.75,1,Glass,-79.98,27.11,72.87,0.0,False
90.12,0,None,-94.73,35.58,79.15,0.0,False
153.6,2,Glass,-94.45,26.67,87.78,0.0,False
46.75,4,Glass,-64.35,2.9,81.45,0.0232,False
194.51,2,Concrete,-74.97,-10.86,105.83,0.3403,True
87.87,2,Glass,-95.76,32.83,82.93,0.0,False
172.99,4,Glass,-80.17,7.35,92.81,0.0007,False
28.73,4,Concrete,-98.92,9.7,109.22,0.0,False
65.27,1,Glass,-64.15,5.81,78.35,0.0019,False
12.09,3,Glass,-81.3,33.59,67.71,0.0,False
194.4,4,Glass,-96.32,22.5,93.83,0.0,False
38.64,3,Concrete,-88.74,6.95,101.79,0.0013,False
175.11,1,Glass,-82.7,15.78,86.92,0.0,False
134.04,2,Concrete,-95.28,12.68,102.6,0.0,False
64.69,3,Concrete,-87.64,1.37,106.27,0.0511,False
133.82,2,Concrete,-97.43,14.84,102.58,0.0,False
95.65,2,Glass,-83.07,19.41,83.67,0.0,False
188.42,1,Concrete,-77.42,1.86,95.56,0.0369,False
67.32,2,Concrete,-60.46,-16.16,96.62,0.4098,True
182.69,4,Glass,-88.65,15.36,93.29,0.0,False
19.52,4,Concrete,-92.66,6.8,105.86,0.0013,False
186.83,2,Glass,-61.6,-7.89,89.48,0.2848,True
131.1,4,Glass,-61.31,-9.1,90.41,0.3167,True
178.62,3,Concrete,-78.35,-16.74,115.09,0.417,True
190.38,3,Concrete,-81.98,-13.67,115.65,0.3788,True
79.53,1,Concrete,-98.52,30.45,88.07,0.0,False
101.05,3,Concrete,-93.84,3.69,110.15,0.0157,False
91.71,3,Glass,-99.31,34.01,85.3,0.0,False
19.68,2,Glass,-83.33,33.39,69.93,0.0,False
84.16,1,Concrete,-63.81,-4.74,88.56,0.2097,True
87.01,2,Glass,-90.51,27.67,82.85,0.0,False
191.56,1,Glass,-74.36,6.66,87.7,0.0011,False
158.08,1,Glass,-65.44,-0.59,86.03,0.0946,False
100.67,2,Concrete,-92.6,12.49,100.11,0.0,False
154.51,4,Glass,-87.06,15.22,91.83,0.0,False
66.87,4,Concrete,-95.14,-1.42,116.56,0.1161,True
184.2,1,Glass,-72.13,4.77,87.36,0.0075,False
84.39,2,Glass,-88.08,25.5,82.58,0.0,False
169.88,3,Concrete,-62.99,-31.66,114.66,0.4885,True
24.98,0,None,-99.27,51.26,68.01,0.0,False
171.3,3,Glass,-96.4,25.67,90.73,0.0,False
99.27,0,None,-74.4,14.41,79.99,0.0,False
68.65,2,Glass,-68.6,7.81,80.79,0.0006,False
102.09,2,Glass,-73.61,9.38,84.23,0.0,False
139.94,4,Glass,-68.8,-2.17,90.97,0.1331,True
178.14,1,Glass,-91.66,24.59,87.07,0.0,False
199.63,2,Concrete,-61.22,-24.84,106.06,0.4673,True
177.49,3,Glass,-87.22,16.18,91.04,0.0,False
27.75,1,Concrete,-99.59,40.68,78.92,0.0,False
15.56,3,Glass,-71.27,21.38,69.89,0.0,False
171.6,1,Glass,-91.88,25.14,86.74,0.0,False
113.99,3,Glass,-66.33,-0.86,87.19,0.0982,False
38.81,3,Concrete,-82.11,0.28,101.83,0.0697,False
31.07,2,Glass,-98.9,45.0,73.9,0.0,False
60.81,2,Glass,-86.47,26.74,79.73,0.0,False
156.22,4,Glass,-70.85,-1.08,91.93,0.1098,True
145.38,1,Glass,-74.05,8.75,85.3,0.0,False
145.43,0,None,-65.83,2.52,83.31,0.0272,False
84.51,0,None,-83.82,25.23,78.59,0.0,False
39.52,4,Concrete,-77.46,-14.53,111.99,0.3915,True
156.69,0,None,-78.87,14.91,83.96,0.0,False
192.75,0,None,-85.48,19.73,85.75,0.0,False
112.58,0,None,-95.27,34.18,81.08,0.0,False
41.38,3,Concrete,-77.44,-4.95,102.39,0.2139,True
100.73,4,Glass,-91.78,23.66,88.12,0.0,False
22.12,3,Concrete,-78.27,1.32,96.95,0.0544,False
130.47,4,Concrete,-77.2,-25.17,122.36,0.4668,True
147.49,2,Glass,-72.71,5.28,87.43,0.0049,False
179.07,4,Concrete,-88.38,-16.73,125.11,0.4184,True
85.12,4,Glass,-70.92,4.27,86.65,0.0103,False
40.78,2,Glass,-75.05,18.79,76.26,0.0,False
152.56,2,Glass,-81.44,13.71,87.72,0.0,False
88.09,1,Concrete,-90.88,21.93,88.95,0.0,False
144.07,1,Concrete,-80.77,7.54,93.23,0.0006,False
130.43,4,Concrete,-64.79,-37.57,122.36,0.5062,True
82.86,4,Glass,-88.9,22.48,86.42,0.0,False
132.46,3,Glass,-66.15,-2.35,88.5,0.1395,True
193.88,1,Concrete,-88.17,12.37,95.8,0.0,False
116.56,2,Glass,-62.69,-2.7,85.39,0.1519,True
101.9,3,Glass,-99.62,33.4,86.22,0.0,False
111.02,1,Concrete,-60.28,-10.68,90.96,0.3384,True
64.26,2,Concrete,-72.79,-3.42,96.21,0.173,True
175.93,1,Glass,-84.41,17.45,86.96,0.0,False
196.75,2,Glass,-63.42,-6.52,89.93,0.2562,True
105.62,2,Concrete,-76.45,-4.08,100.53,0.1933,True
148.61,2,Glass,-86.1,18.6,87.5,0.0,False
16.95,4,Concrete,-94.49,9.85,104.64,0.0,False
127.99,4,Concrete,-61.38,-40.82,122.2,0.5034,True
132.5,0,None,-73.52,11.02,82.5,0.0,False
74.33,0,None,-92.65,35.17,77.48,0.0,False
120.89,1,Concrete,-68.64,-3.06,91.7,0.168,True
187.94,2,Concrete,-98.94,13.41,105.53,0.0,False
178.48,3,Glass,-94.81,23.72,91.09,0.0,False
137.64,1,Glass,-97.43,32.6,84.83,0.0,False
15.92,4,Concrete,-75.52,-8.57,104.09,0.2969,True
75.27,0,None,-84.32,26.73,77.59,0.0,False
151.33,3,Concrete,-75.99,-17.66,113.65,0.4249,True
58.34,0,None,-75.64,20.27,75.37,0.0,False
61.02,3,Glass,-98.67,36.9,81.76,0.0,False
64.81,2,Glass,-68.41,8.13,80.29,0.0001,False
14.49,1,Glass,-91.41,46.14,65.27,0.0,False
86.62,4,Glass,-99.12,32.32,86.81,0.0,False
142.5,3,Concrete,-82.47,-10.66,113.13,0.3297,True
167.82,1,Concrete,-71.69,-2.86,94.55,0.157,True
161.13,1,Concrete,-80.57,6.37,94.2,0.0018,False
10.05,2,Glass,-96.69,52.59,64.1,0.0,False
195.48,0,None,-63.86,-2.01,85.88,0.1252,True
61.6,1,Concrete,-83.3,17.45,85.85,0.0,False
93.96,3,Concrete,-63.08,-26.43,109.51,0.4731,True
88.24,2,Concrete,-88.69,9.72,98.97,0.0,False
49.6,4,Glass,-82.27,20.31,81.96,0.0,False
79.31,4,Concrete,-94.55,-3.49,118.04,0.1723,True
70.58,2,Concrete,-66.14,-10.89,97.03,0.3576,True
107.06,3,Glass,-75.82,9.17,86.65,0.0,False
105.01,2,Concrete,-78.46,-2.02,100.48,0.1319,True
194.63,0,None,-78.89,13.05,85.84,0.0,False
110.12,0,None,-99.61,38.72,80.89,0.0,False
125.98,3,Glass,-78.1,10.04,88.06,0.0,False
151.18,4,Concrete,-89.05,-14.59,123.64,0.3984,True
119.63,1,Concrete,-84.67,13.06,91.61,0.0,False
40.79,1,Glass,-98.46,44.19,74.27,0.0,False
95.34,0,None,-70.52,10.88,79.64,0.0,False
141.64,3,Concrete,-87.17,-5.91,113.08,0.2274,True
88.59,2,Concrete,-87.46,8.45,99.0,0.0001,False
142.48,1,Glass,-94.4,29.27,85.13,0.0,False
159.42,0,None,-73.28,9.17,84.11,0.0,False
69.8,1,Glass,-63.84,4.91,78.93,0.008,False
21.66,4,Concrete,-67.89,-18.88,106.77,0.4375,True
80.64,2,Glass,-87.48,25.3,82.18,0.0,False
184.51,3,Concrete,-99.13,3.76,115.37,0.0127,False
169.48,4,Glass,-65.01,-7.63,92.64,0.2846,True
69.13,1,Concrete,-99.26,32.42,86.85,0.0,False
157.53,2,Glass,-74.86,6.86,88.0,0.0009,False
117.4,0,None,-69.94,8.49,81.45,0.0001,False
13.86,4,Glass,-85.74,34.85,70.89,0.0,False
152.22,2,Glass,-74.84,7.13,87.7,0.0008,False
41.57,0,None,-63.78,11.35,72.43,0.0,False
129.04,2,Glass,-99.12,32.85,86.27,0.0,False
22.45,3,Glass,-74.56,21.48,73.08,0.0,False
61.86,0,None,-99.51,43.62,75.88,0.0,False
45.67,3,Glass,-89.4,30.16,79.25,0.0,False
50.41,2,Glass,-92.95,34.84,78.1,0.0,False
113.95,0,None,-74.37,13.18,81.19,0.0,False
78.01,2,Concrete,-73.08,-4.82,97.9,0.21,True
47.8,3,Concrete,-94.31,10.67,103.64,0.0,False
14.32,4,Concrete,-96.92,13.74,103.17,0.0,False
110.88,4,Concrete,-66.37,-34.58,120.95,0.4841,True
64.27,3,Glass,-73.25,11.03,82.21,0.0,False
39.3,1,Concrete,-93.29,31.34,81.94,0.0,False
142.89,2,Concrete,-80.02,-3.13,103.15,0.1672,True
190.97,0,None,-94.73,29.06,85.67,0.0,False
166.24,0,None,-98.54,34.07,84.47,0.0,False
102.9,4,Glass,-73.53,5.23,88.3,0.0049,False
87.42,3,Glass,-93.92,29.04,84.89,0.0,False
174.83,2,Concrete,-88.41,3.51,104.91,0.0178,False
116.2,1,Concrete,-80.44,9.09,91.36,0.0,False
58.68,3,Glass,-82.65,21.23,81.42,0.0,False
141.92,3,Glass,-79.51,10.42,89.09,0.0,False
65.87,4,Concrete,-76.76,-19.67,116.43,0.4495,True
28.63,4,Concrete,-63.5,-25.69,109.19,0.472,True
103.63,3,Concrete,-63.0,-27.37,110.36,0.4778,True
172.77,2,Concrete,-71.92,-12.88,104.8,0.3719,True
40.66,1,Concrete,-72.79,10.55,82.24,0.0,False
38.65,1,Glass,-96.14,42.34,73.8,0.0,False
106.16,0,None,-73.28,12.71,80.57,0.0,False
85.94,3,Glass,-82.73,17.99,84.74,0.0,False
151.04,0,None,-70.28,6.64,83.64,0.0015,False
195.06,4,Concrete,-66.68,-39.18,125.86,0.5033,True
120.49,2,Glass,-80.3,14.62,85.67,0.0,False
154.68,1,Glass,-97.99,32.15,85.84,0.0,False
91.81,2,Glass,-72.18,8.87,83.31,0.0001,False
145.06,1,Concrete,-80.12,6.84,93.28,0.0007,False
176.8,1,Concrete,-83.3,8.3,95.0,0.0001,False
107.4,4,Glass,-83.6,14.93,88.67,0.0,False
116.72,3,Concrete,-69.01,-22.39,111.4,0.4577,True
108.97,3,Glass,-74.5,7.7,86.8,0.0001,False
81.62,4,Concrete,-77.37,-20.92,118.29,0.4512,True
170.51,3,Glass,-63.99,-6.7,90.69,0.2558,True
125.95,4,Concrete,-79.25,-22.81,122.06,0.457,True
198.84,1,Glass,-96.02,27.99,88.02,0.0,False
121.01,2,Concrete,-95.86,14.15,101.71,0.0,False
138.3,4,Glass,-87.41,16.54,90.87,0.0,False
186.1,1,Glass,-85.1,17.65,87.45,0.0,False
32.36,4,Glass,-79.12,20.86,78.25,0.0,False
62.64,3,Glass,-81.2,19.21,81.99,0.0,False
160.97,1,Glass,-79.78,13.59,86.19,0.0,False
137.83,1,Concrete,-74.77,1.93,92.84,0.0417,False
133.78,2,Glass,-62.35,-4.24,86.58,0.1941,True
167.15,0,None,-79.87,15.35,84.52,0.0,False
185.5,3,Glass,-61.39,-10.03,91.42,0.3293,True
164.47,1,Concrete,-95.56,21.19,94.38,0.0,False
26.63,3,Concrete,-79.5,0.94,98.56,0.0586,False
173.38,2,Glass,-69.5,0.66,88.83,0.0653,False
171.27,4,Concrete,-85.26,-19.47,124.73,0.4402,True
77.48,3,Concrete,-61.16,-26.68,107.84,0.4731,True
90.17,0,None,-86.16,27.01,79.16,0.0,False
69.82,0,None,-84.03,27.1,76.93,0.0,False
174.63,4,Concrete,-87.3,-17.6,124.9,0.4286,True
37.65,3,Glass,-77.57,20.0,77.57,0.0,False
81.37,1,Concrete,-84.16,15.89,88.26,0.0,False
87.65,1,Glass,-94.13,33.22,80.91,0.0,False
93.33,3,Concrete,-75.23,-14.23,109.45,0.3993,True
194.83,0,None,-99.0,33.15,85.85,0.0,False
140.14,1,Glass,-88.45,23.46,84.99,0.0,False
55.93,4,Glass,-64.03,1.02,83.01,0.0593,False
84.14,4,Concrete,-76.44,-22.11,118.55,0.4571,True
39.97,0,None,-79.05,26.96,72.09,0.0,False
129.6,1,Glass,-87.85,23.54,84.31,0.0,False
77.44,2,Glass,-80.07,18.24,81.83,0.0,False
16.16,4,Glass,-83.47,31.25,72.22,0.0,False
19.47,1,Concrete,-63.11,7.27,75.84,0.001,False
126.81,3,Glass,-68.12,-0.0,88.12,0.0781,False
163.12,3,Concrete,-84.35,-9.96,114.3,0.3264,True
27.04,2,Glass,-88.65,35.95,72.7,0.0,False
96.23,4,Concrete,-92.31,-7.41,119.72,0.276,True
162.26,3,Concrete,-87.71,-6.55,114.26,0.2613,True
161.64,4,Glass,-96.67,24.45,92.23,0.0,False
12.12,4,Glass,-67.25,17.53,69.72,0.0,False
13.09,2,Concrete,-88.49,26.1,82.39,0.0,False
191.9,1,Concrete,-98.36,22.64,95.72,0.0,False
172.94,3,Concrete,-89.66,-5.15,114.81,0.2197,True
108.74,1,Concrete,-97.58,26.79,90.78,0.0,False
135.52,4,Glass,-78.81,8.11,90.69,0.0002,False
164.63,2,Concrete,-92.7,8.32,104.38,0.0003,False
117.21,0,None,-69.02,7.58,81.43,0.0007,False
30.3,0,None,-65.03,15.35,69.68,0.0,False
142.95,2,Glass,-69.72,2.56,87.16,0.0277,False
82.64,4,Glass,-96.14,29.74,86.4,0.0,False
87.24,0,None,-80.31,21.44,78.87,0.0,False
127.14,3,Glass,-73.2,5.06,88.14,0.0047,False
36.0,2,Concrete,-94.75,23.57,91.18,0.0,False
79.1,0,None,-62.44,4.42,78.02,0.0079,False
148.24,3,Glass,-76.24,6.77,89.47,0.0014,False
27.16,3,Concrete,-88.11,9.37,98.73,0.0001,False
63.67,3,Glass,-65.23,3.1,82.13,0.0199,False
147.95,3,Concrete,-95.68,2.22,113.46,0.0342,False
95.08,1,Concrete,-76.01,6.4,89.62,0.0016,False
14.91,0,None,-71.74,28.21,63.53,0.0,False
23.65,4,Glass,-81.71,26.18,75.53,0.0,False
